10.201.30.0/23,Grupo_On-premise_Produccion
10.201.138.0/24,Grupo_On-premise_Produccion
10.201.162.0/23,Grupo_On-premise_Produccion
10.202.8.0/22,Grupo_On-premise_Produccion
10.202.18.0/24,Grupo_On-premise_Produccion
10.203.4.0/23,Grupo_On-premise_Produccion
10.203.6.0/23,Grupo_On-premise_Produccion
10.203.14.0/24,Grupo_On-premise_Produccion
10.203.15.0/24,Grupo_On-premise_Produccion
10.203.16.0/22,Grupo_On-premise_Produccion
10.203.20.0/22,Grupo_On-premise_Produccion
10.205.0.0/16,Grupo_On-premise_Produccion
10.206.0.0/16,Grupo_On-premise_Produccion
10.40.0.0/18,Grupo_AWS_Produccion
10.40.64.0/19,Grupo_AWS_Produccion
10.50.0.0/18,Grupo_AWS_Produccion
10.50.64.0/19,Grupo_AWS_Produccion
10.60.0.0/18,Grupo_AWS_Produccion
10.60.64.0/19,Grupo_AWS_Produccion
10.70.0.0/18,Grupo_AWS_Produccion
10.70.64.0/19,Grupo_AWS_Produccion
10.80.0.0/18,Grupo_AWS_Produccion
10.80.64.0/19,Grupo_AWS_Produccion
10.41.0.0/18,Grupo_Azure_Produccion
10.41.64.0/19,Grupo_Azure_Produccion
10.51.0.0/18,Grupo_Azure_Produccion
10.51.64.0/19,Grupo_Azure_Produccion
10.53.0.0/18,Grupo_Azure_Produccion
10.53.64.0/19,Grupo_Azure_Produccion
10.61.0.0/18,Grupo_Azure_Produccion
10.61.64.0/19,Grupo_Azure_Produccion
10.71.0.0/18,Grupo_Azure_Produccion
10.71.64.0/19,Grupo_Azure_Produccion
10.81.0.0/18,Grupo_Azure_Produccion
10.81.64.0/19,Grupo_Azure_Produccion
10.42.0.0/18,Grupo_Oracle_Produccion
10.42.64.0/19,Grupo_Oracle_Produccion
10.45.0.0/16,Grupo_Oracle_Produccion
10.48.0.0/18,Grupo_Oracle_Produccion
10.48.64.0/19,Grupo_Oracle_Produccion
10.52.0.0/18,Grupo_Oracle_Produccion
10.52.64.0/19,Grupo_Oracle_Produccion
10.62.0.0/18,Grupo_Oracle_Produccion
10.62.64.0/19,Grupo_Oracle_Produccion
10.72.0.0/18,Grupo_Oracle_Produccion
10.72.64.0/19,Grupo_Oracle_Produccion
10.82.0.0/18,Grupo_Oracle_Produccion
10.82.64.0/19,Grupo_Oracle_Produccion
10.44.0.0/18,Grupo_GCP_Produccion
10.44.64.0/19,Grupo_GCP_Produccion
10.54.0.0/18,Grupo_GCP_Produccion
10.54.64.0/19,Grupo_GCP_Produccion
10.64.0.0/18,Grupo_GCP_Produccion
10.64.64.0/19,Grupo_GCP_Produccion
10.74.0.0/18,Grupo_GCP_Produccion
10.74.64.0/19,Grupo_GCP_Produccion
10.84.0.0/18,Grupo_GCP_Produccion
10.84.64.0/19,Grupo_GCP_Produccion
10.40.13.0/24,Grupo_AWS_Produccion_temporal
10.40.24.0/21,Grupo_AWS_Produccion_temporal
10.40.7.0/24,Grupo_AWS_Produccion_temporal
10.40.8.0/24,Grupo_AWS_Produccion_temporal
10.50.10.0/24,Grupo_AWS_Produccion_temporal
10.50.11.0/24,Grupo_AWS_Produccion_temporal
10.50.12.0/24,Grupo_AWS_Produccion_temporal
10.50.2.0/24,Grupo_AWS_Produccion_temporal
10.50.5.0/24,Grupo_AWS_Produccion_temporal
10.50.6.0/24,Grupo_AWS_Produccion_temporal
10.50.9.0/24,Grupo_AWS_Produccion_temporal
10.60.2.0/24,Grupo_AWS_Produccion_temporal
10.80.0.0/22,Grupo_AWS_Produccion_temporal
172.25.0.0/24,Grupo_AWS_Produccion_temporal
172.25.2.0/24,Grupo_AWS_Produccion_temporal
172.25.55.0/24,Grupo_AWS_Produccion_temporal
172.31.130.0/24,Grupo_AWS_Produccion_temporal
10.40.128.0/18,Grupo_AWS_Dllo
10.50.128.0/18,Grupo_AWS_Dllo
10.60.128.0/18,Grupo_AWS_Dllo
10.70.128.0/18,Grupo_AWS_Dllo
10.80.128.0/18,Grupo_AWS_Dllo
172.25.50.0/26,Grupo_AWS_Dllo
172.25.57.0/24,Grupo_AWS_Dllo
10.203.10.0/23,Grupo_On-Premise_Dllo
10.208.0.0/16,Grupo_On-Premise_Dllo
10.41.128.0/18,Grupo_Azure_Dllo
10.51.128.0/18,Grupo_Azure_Dllo
10.61.128.0/18,Grupo_Azure_Dllo
10.71.128.0/18,Grupo_Azure_Dllo
10.81.128.0/18,Grupo_Azure_Dllo
10.53.128.0/18,Grupo_Azure_Dllo
10.42.128.0/18,Grupo_Oracle_Dllo
10.52.128.0/18,Grupo_Oracle_Dllo
10.62.128.0/18,Grupo_Oracle_Dllo
10.72.128.0/18,Grupo_Oracle_Dllo
10.82.128.0/18,Grupo_Oracle_Dllo
10.46.0.0/16,Grupo_Oracle_Dllo
10.48.128.0/18,Grupo_Oracle_Dllo
10.44.128.0/18,Grupo_GCP_Dllo
10.54.128.0/18,Grupo_GCP_Dllo
10.64.128.0/18,Grupo_GCP_Dllo
10.74.128.0/18,Grupo_GCP_Dllo
10.84.128.0/18,Grupo_GCP_Dllo
10.207.0.0/16,Grupo_On-Premise_Labo
10.203.13.0/24,Grupo_On-Premise_Labo
10.203.32.0/21,Grupo_On-Premise_Labo
10.201.121.0/24,Grupo_On-Premise_Labo
10.40.192.0/18,Grupo_AWS_Labo
10.50.192.0/18,Grupo_AWS_Labo
10.60.192.0/18,Grupo_AWS_Labo
10.70.192.0/18,Grupo_AWS_Labo
10.80.192.0/18,Grupo_AWS_Labo
172.25.56.0/24,Grupo_AWS_Labo
172.31.0.0/20,Grupo_AWS_Labo
172.31.16.0/20,Grupo_AWS_Labo
172.31.32.0/20,Grupo_AWS_Labo
172.31.48.0/20,Grupo_AWS_Labo
172.31.64.0/20,Grupo_AWS_Labo
172.31.80.0/20,Grupo_AWS_Labo
172.25.22.0/24,Grupo_AWS_Labo
172.25.50.64/26,Grupo_AWS_Labo
172.25.20.0/24,Grupo_AWS_Labo
10.41.192.0/18,Grupo_Azure_Labo
10.51.192.0/18,Grupo_Azure_Labo
10.61.192.0/18,Grupo_Azure_Labo
10.71.192.0/18,Grupo_Azure_Labo
10.81.192.0/18,Grupo_Azure_Labo
10.53.192.0/18,Grupo_Azure_Labo
10.42.192.0/18,Grupo_Oracle_Labo
10.52.192.0/18,Grupo_Oracle_Labo
10.62.192.0/18,Grupo_Oracle_Labo
10.72.192.0/18,Grupo_Oracle_Labo
10.82.192.0/18,Grupo_Oracle_Labo
10.47.0.0/16,Grupo_Oracle_Labo
10.48.192.0/18,Grupo_Oracle_Labo
10.44.192.0/18,Grupo_GCP_Labo
10.54.192.0/18,Grupo_GCP_Labo
10.64.192.0/18,Grupo_GCP_Labo
10.74.192.0/18,Grupo_GCP_Labo
10.84.192.0/18,Grupo_GCP_Labo
10.216.0.0/16,Grupo_On-premise_Integracion
10.203.72.0/23,Grupo_On-premise_Integracion
10.40.96.0/19,Grupo_AWS_Integracion
10.50.96.0/19,Grupo_AWS_Integracion
10.60.96.0/19,Grupo_AWS_Integracion
10.70.96.0/19,Grupo_AWS_Integracion
10.80.96.0/19,Grupo_AWS_Integracion
10.41.96.0/19,Grupo_Azure_Integracion
10.51.96.0/19,Grupo_Azure_Integracion
10.61.96.0/19,Grupo_Azure_Integracion
10.71.96.0/19,Grupo_Azure_Integracion
10.81.96.0/19,Grupo_Azure_Integracion
10.53.96.0/19,Grupo_Azure_Integracion
10.42.96.0/19,Grupo_Oracle_Integracion 
10.52.96.0/19,Grupo_Oracle_Integracion 
10.62.96.0/19,Grupo_Oracle_Integracion 
10.72.96.0/19,Grupo_Oracle_Integracion 
10.82.96.0/19,Grupo_Oracle_Integracion 
10.55.0.0/16,Grupo_Oracle_Integracion 
10.48.96.0/19,Grupo_Oracle_Integracion 
10.44.96.0/19,Grupo_GCP_Integracion
10.54.96.0/19,Grupo_GCP_Integracion
10.64.96.0/19,Grupo_GCP_Integracion
10.74.96.0/19,Grupo_GCP_Integracion
10.84.96.0/19,Grupo_GCP_Integracion
10.202.22.253/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.209.27.251/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.202.44.251/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.211.2.251/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.202.42.251/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.202.51.251/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.210.2.253/32,Grupo_ON-Premise_Contr_Dominio_Sedes
10.202.99.253/32,Grupo_ON-Premise_Contr_Dominio_Sedes
