Address,Location,Type,,Tags
186.3.188.74,dg-core-prd,IP Netmask,,
186.64.118.235,dg-core-prd,IP Netmask,,
186.64.119.15,dg-core-prd,IP Netmask,,
186.64.175.137,dg-core-prd,IP Netmask,,
186.66.224.182,dg-core-prd,IP Netmask,,
186.70.127.199,dg-core-prd,IP Netmask,,
186.71.150.23,dg-core-prd,IP Netmask,,
186.84.173.153,dg-core-prd,IP Netmask,,
186.86.32.210,dg-core-prd,IP Netmask,,
186.92.11.143,dg-core-prd,IP Netmask,,
187.108.83.195,dg-core-prd,IP Netmask,,
187.137.111.0,dg-core-prd,IP Netmask,,
187.144.189.58,dg-core-prd,IP Netmask,,
187.147.152.244,dg-core-prd,IP Netmask,,
187.162.248.237,dg-core-prd,IP Netmask,,
187.188.166.192,dg-core-prd,IP Netmask,,
187.190.49.92,dg-core-prd,IP Netmask,,
187.192.133.210,dg-core-prd,IP Netmask,,
187.230.99.192,dg-core-prd,IP Netmask,,
187.250.92.82,dg-core-prd,IP Netmask,,
187.51.47.26,dg-core-prd,IP Netmask,,
187.58.56.26,dg-core-prd,IP Netmask,,
187.84.229.122,dg-core-prd,IP Netmask,,
188.120.236.106,dg-core-prd,IP Netmask,,
188.120.251.251,dg-core-prd,IP Netmask,,
188.127.231.147,dg-core-prd,IP Netmask,,
188.161.119.11,dg-core-prd,IP Netmask,,
188.165.62.17,dg-core-prd,IP Netmask,,
188.165.62.47,dg-core-prd,IP Netmask,,
188.166.170.135,dg-core-prd,IP Netmask,,
188.166.27.163,dg-core-prd,IP Netmask,,
188.166.48.118,dg-core-prd,IP Netmask,,
188.220.235.237,dg-core-prd,IP Netmask,,
188.225.10.47,dg-core-prd,IP Netmask,,
188.225.32.231,dg-core-prd,IP Netmask,,
188.225.82.114,dg-core-prd,IP Netmask,,
188.225.82.68,dg-core-prd,IP Netmask,,
188.241.156.150,dg-core-prd,IP Netmask,,
188.241.156.183,dg-core-prd,IP Netmask,,
188.245.230.166,dg-core-prd,IP Netmask,,
188.44.20.25,dg-core-prd,IP Netmask,,
188.68.221.203,dg-core-prd,IP Netmask,,
188.72.99.41,dg-core-prd,IP Netmask,,
189.126.111.200,dg-core-prd,IP Netmask,,
189.129.4.186,dg-core-prd,IP Netmask,,
189.141.224.163,dg-core-prd,IP Netmask,,
189.145.6.189,dg-core-prd,IP Netmask,,
189.166.13.109,dg-core-prd,IP Netmask,,
189.166.68.89,dg-core-prd,IP Netmask,,
189.173.113.67,dg-core-prd,IP Netmask,,
189.180.105.125,dg-core-prd,IP Netmask,,
189.189.56.216,dg-core-prd,IP Netmask,,
189.208.126.53,dg-core-prd,IP Netmask,,
189.218.165.63,dg-core-prd,IP Netmask,,
189.218.243.150,dg-core-prd,IP Netmask,,
189.223.61.7,dg-core-prd,IP Netmask,,
189.226.151.198,dg-core-prd,IP Netmask,,
189.250.145.98,dg-core-prd,IP Netmask,,
189.252.102.40,dg-core-prd,IP Netmask,,
189.252.3.161,dg-core-prd,IP Netmask,,
189.28.185.50,dg-core-prd,IP Netmask,,
189.80.134.122,dg-core-prd,IP Netmask,,
189.86.220.28,dg-core-prd,IP Netmask,,
190.104.253.234,dg-core-prd,IP Netmask,,
190.107.176.216,dg-core-prd,IP Netmask,,
190.108.228.48,dg-core-prd,IP Netmask,,
190.108.228.62,dg-core-prd,IP Netmask,,
190.111.215.4,dg-core-prd,IP Netmask,,
190.111.255.219,dg-core-prd,IP Netmask,,
190.113.146.128,dg-core-prd,IP Netmask,,
190.117.206.153,dg-core-prd,IP Netmask,,
190.119.180.226,dg-core-prd,IP Netmask,,
190.12.119.180,dg-core-prd,IP Netmask,,
190.120.104.21,dg-core-prd,IP Netmask,,
190.128.222.14,dg-core-prd,IP Netmask,,
190.13.160.19,dg-core-prd,IP Netmask,,
190.13.190.178,dg-core-prd,IP Netmask,,
190.142.200.108,dg-core-prd,IP Netmask,,
190.144.18.198,dg-core-prd,IP Netmask,,
190.146.176.67,dg-core-prd,IP Netmask,,
190.147.137.153,dg-core-prd,IP Netmask,,
190.147.215.53,dg-core-prd,IP Netmask,,
190.15.198.47,dg-core-prd,IP Netmask,,
190.150.60.69,dg-core-prd,IP Netmask,,
190.152.125.22,dg-core-prd,IP Netmask,,
190.16.101.10,dg-core-prd,IP Netmask,,
190.160.53.126,dg-core-prd,IP Netmask,,
190.163.1.31,dg-core-prd,IP Netmask,,
190.166.25.99,dg-core-prd,IP Netmask,,
190.17.195.202,dg-core-prd,IP Netmask,,
190.17.42.79,dg-core-prd,IP Netmask,,
190.171.153.139,dg-core-prd,IP Netmask,,
190.181.235.46,dg-core-prd,IP Netmask,,
190.182.161.7,dg-core-prd,IP Netmask,,
190.186.164.23,dg-core-prd,IP Netmask,,
190.189.79.73,dg-core-prd,IP Netmask,,
190.194.242.254,dg-core-prd,IP Netmask,,
190.195.148.163,dg-core-prd,IP Netmask,,
190.196.209.134,dg-core-prd,IP Netmask,,
190.2.146.233,dg-core-prd,IP Netmask,,
190.210.180.57,dg-core-prd,IP Netmask,,
190.210.184.138,dg-core-prd,IP Netmask,,
190.214.13.2,dg-core-prd,IP Netmask,,
190.217.1.149,dg-core-prd,IP Netmask,,
190.228.212.165,dg-core-prd,IP Netmask,,
190.228.72.244,dg-core-prd,IP Netmask,,
190.229.148.144,dg-core-prd,IP Netmask,,
190.229.205.11,dg-core-prd,IP Netmask,,
190.230.60.129,dg-core-prd,IP Netmask,,
190.240.113.55,dg-core-prd,IP Netmask,,
190.245.10.162,dg-core-prd,IP Netmask,,
190.251.235.239,dg-core-prd,IP Netmask,,
190.26.138.17,dg-core-prd,IP Netmask,,
190.38.14.52,dg-core-prd,IP Netmask,,
190.4.50.26,dg-core-prd,IP Netmask,,
190.5.162.204,dg-core-prd,IP Netmask,,
190.55.181.54,dg-core-prd,IP Netmask,,
190.55.233.156,dg-core-prd,IP Netmask,,
190.55.39.215,dg-core-prd,IP Netmask,,
190.6.193.152,dg-core-prd,IP Netmask,,
190.62.251.222,dg-core-prd,IP Netmask,,
190.63.7.166,dg-core-prd,IP Netmask,,
190.70.154.227,dg-core-prd,IP Netmask,,
190.72.235.47,dg-core-prd,IP Netmask,,
190.79.228.89,dg-core-prd,IP Netmask,,
190.86.186.132,dg-core-prd,IP Netmask,,
190.86.96.149,dg-core-prd,IP Netmask,,
190.90.233.66,dg-core-prd,IP Netmask,,
190.96.118.15,dg-core-prd,IP Netmask,,
190.96.118.251,dg-core-prd,IP Netmask,,
191.100.24.201,dg-core-prd,IP Netmask,,
191.252.103.16,dg-core-prd,IP Netmask,,
191.252.133.201,dg-core-prd,IP Netmask,,
191.92.209.110,dg-core-prd,IP Netmask,,
192.119.14.178,dg-core-prd,IP Netmask,,
192.119.15.38,dg-core-prd,IP Netmask,,
192.154.105.21,dg-core-prd,IP Netmask,,
192.161.190.171,dg-core-prd,IP Netmask,,
192.161.48.61,dg-core-prd,IP Netmask,,
192.163.199.254,dg-core-prd,IP Netmask,,
192.163.221.191,dg-core-prd,IP Netmask,,
192.168.120.20,dg-core-prd,IP Netmask,,
192.168.120.21,dg-core-prd,IP Netmask,,
192.168.120.22,dg-core-prd,IP Netmask,,
192.168.145.20,dg-core-prd,IP Netmask,,
192.168.15.116,dg-core-prd,IP Netmask,,
192.168.16.1,dg-core-prd,IP Netmask,,
192.168.16.3,dg-core-prd,IP Netmask,,
192.168.160.55,dg-core-prd,IP Netmask,,
192.168.160.56,dg-core-prd,IP Netmask,,
192.168.175.62,dg-core-prd,IP Netmask,,
192.168.21.4,dg-core-prd,IP Netmask,,
192.168.21.5,dg-core-prd,IP Netmask,,
192.168.21.6,dg-core-prd,IP Netmask,,
192.168.21.7,dg-core-prd,IP Netmask,,
192.168.96.252,dg-core-prd,IP Netmask,,
192.169.218.212,dg-core-prd,IP Netmask,,
192.185.131.128,dg-core-prd,IP Netmask,,
192.185.213.27,dg-core-prd,IP Netmask,,
192.185.22.109,dg-core-prd,IP Netmask,,
192.200.181.154,dg-core-prd,IP Netmask,,
192.210.217.94,dg-core-prd,IP Netmask,,
192.227.173.100,dg-core-prd,IP Netmask,,
192.227.232.46,dg-core-prd,IP Netmask,,
192.227.232.82,dg-core-prd,IP Netmask,,
192.232.207.243,dg-core-prd,IP Netmask,,
192.232.209.111,dg-core-prd,IP Netmask,,
192.232.251.138,dg-core-prd,IP Netmask,,
192.236.155.147,dg-core-prd,IP Netmask,,
192.236.161.4,dg-core-prd,IP Netmask,,
192.241.146.84,dg-core-prd,IP Netmask,,
192.241.189.52,dg-core-prd,IP Netmask,,
192.241.220.155,dg-core-prd,IP Netmask,,
192.241.220.183,dg-core-prd,IP Netmask,,
192.241.255.77,dg-core-prd,IP Netmask,,
192.249.122.52,dg-core-prd,IP Netmask,,
192.252.220.48,dg-core-prd,IP Netmask,,
192.254.225.15,dg-core-prd,IP Netmask,,
192.3.104.46,dg-core-prd,IP Netmask,,
192.3.104.48,dg-core-prd,IP Netmask,,
192.3.11.126,dg-core-prd,IP Netmask,,
192.3.141.157,dg-core-prd,IP Netmask,,
192.3.189.228,dg-core-prd,IP Netmask,,
192.3.247.106,dg-core-prd,IP Netmask,,
192.3.247.11,dg-core-prd,IP Netmask,,
192.3.247.117,dg-core-prd,IP Netmask,,
192.3.73.164,dg-core-prd,IP Netmask,,
192.52.167.171,dg-core-prd,IP Netmask,,
192.52.32.133,dg-core-prd,IP Netmask,,
192.64.119.93,dg-core-prd,IP Netmask,,
192.81.215.138,dg-core-prd,IP Netmask,,
192.95.62.150,dg-core-prd,IP Netmask,,
192.99.152.200,dg-core-prd,IP Netmask,,
192.99.251.50,dg-core-prd,IP Netmask,,
193.124.18.128,dg-core-prd,IP Netmask,,
193.148.19.146,dg-core-prd,IP Netmask,,
193.169.244.73,dg-core-prd,IP Netmask,,
193.176.87.254,dg-core-prd,IP Netmask,,
193.187.173.213,dg-core-prd,IP Netmask,,
193.203.48.41,dg-core-prd,IP Netmask,,
193.26.217.24,dg-core-prd,IP Netmask,,
193.34.144.138,dg-core-prd,IP Netmask,,
193.37.252.61,dg-core-prd,IP Netmask,,
193.38.55.37,dg-core-prd,IP Netmask,,
193.42.156.138,dg-core-prd,IP Netmask,,
193.42.40.126,dg-core-prd,IP Netmask,,
193.46.215.134,dg-core-prd,IP Netmask,,
193.70.17.18,dg-core-prd,IP Netmask,,
193.70.56.252,dg-core-prd,IP Netmask,,
194.113.34.92,dg-core-prd,IP Netmask,,
194.147.142.232,dg-core-prd,IP Netmask,,
194.156.171.132,dg-core-prd,IP Netmask,,
194.156.171.137,dg-core-prd,IP Netmask,,
194.156.171.139,dg-core-prd,IP Netmask,,
194.156.171.141,dg-core-prd,IP Netmask,,
194.163.44.188,dg-core-prd,IP Netmask,,
194.163.45.31,dg-core-prd,IP Netmask,,
194.187.249.43,dg-core-prd,IP Netmask,,
194.187.251.178,dg-core-prd,IP Netmask,,
194.206.77.25,dg-core-prd,IP Netmask,,
194.206.77.26,dg-core-prd,IP Netmask,,
194.26.29.210,dg-core-prd,IP Netmask,,
194.26.69.104,dg-core-prd,IP Netmask,,
194.35.232.241,dg-core-prd,IP Netmask,,
194.36.111.35,dg-core-prd,IP Netmask,,
194.36.191.37,dg-core-prd,IP Netmask,,
194.38.20.31,dg-core-prd,IP Netmask,,
194.40.243.73,dg-core-prd,IP Netmask,,
194.48.199.78,dg-core-prd,IP Netmask,,
194.5.250.109,dg-core-prd,IP Netmask,,
194.5.250.121,dg-core-prd,IP Netmask,,
194.5.250.124,dg-core-prd,IP Netmask,,
194.5.250.125,dg-core-prd,IP Netmask,,
194.5.250.126,dg-core-prd,IP Netmask,,
194.5.250.134,dg-core-prd,IP Netmask,,
194.5.250.136,dg-core-prd,IP Netmask,,
194.5.250.166,dg-core-prd,IP Netmask,,
194.5.250.169,dg-core-prd,IP Netmask,,
194.5.250.178,dg-core-prd,IP Netmask,,
194.5.250.189,dg-core-prd,IP Netmask,,
194.5.250.250,dg-core-prd,IP Netmask,,
194.5.250.253,dg-core-prd,IP Netmask,,
194.5.250.45,dg-core-prd,IP Netmask,,
194.5.250.72,dg-core-prd,IP Netmask,,
194.5.98.228,dg-core-prd,IP Netmask,,
194.59.164.61,dg-core-prd,IP Netmask,,
194.59.249.194,dg-core-prd,IP Netmask,,
194.59.249.6,dg-core-prd,IP Netmask,,
194.61.2.205,dg-core-prd,IP Netmask,,
194.87.190.131,dg-core-prd,IP Netmask,,
194.9.176.115,dg-core-prd,IP Netmask,,
194.9.176.124,dg-core-prd,IP Netmask,,
194.9.176.138,dg-core-prd,IP Netmask,,
194.9.176.154,dg-core-prd,IP Netmask,,
194.9.176.163,dg-core-prd,IP Netmask,,
194.9.176.165,dg-core-prd,IP Netmask,,
194.9.176.166,dg-core-prd,IP Netmask,,
194.9.176.183,dg-core-prd,IP Netmask,,
194.9.176.206,dg-core-prd,IP Netmask,,
194.9.176.207,dg-core-prd,IP Netmask,,
194.9.176.229,dg-core-prd,IP Netmask,,
194.9.176.90,dg-core-prd,IP Netmask,,
194.9.177.138,dg-core-prd,IP Netmask,,
194.9.177.150,dg-core-prd,IP Netmask,,
194.9.177.187,dg-core-prd,IP Netmask,,
194.9.177.213,dg-core-prd,IP Netmask,,
194.9.177.240,dg-core-prd,IP Netmask,,
194.9.177.44,dg-core-prd,IP Netmask,,
194.9.177.56,dg-core-prd,IP Netmask,,
194.9.178.102,dg-core-prd,IP Netmask,,
194.9.178.106,dg-core-prd,IP Netmask,,
194.9.178.111,dg-core-prd,IP Netmask,,
194.9.178.139,dg-core-prd,IP Netmask,,
194.9.178.145,dg-core-prd,IP Netmask,,
194.9.178.150,dg-core-prd,IP Netmask,,
194.9.178.156,dg-core-prd,IP Netmask,,
194.9.178.205,dg-core-prd,IP Netmask,,
194.9.178.246,dg-core-prd,IP Netmask,,
194.9.178.46,dg-core-prd,IP Netmask,,
194.9.178.64,dg-core-prd,IP Netmask,,
194.9.178.87,dg-core-prd,IP Netmask,,
194.9.179.165,dg-core-prd,IP Netmask,,
194.9.179.233,dg-core-prd,IP Netmask,,
194.9.179.32,dg-core-prd,IP Netmask,,
194.9.179.72,dg-core-prd,IP Netmask,,
194.99.22.193,dg-core-prd,IP Netmask,,
195.123.220.115,dg-core-prd,IP Netmask,,
195.123.220.151,dg-core-prd,IP Netmask,,
195.123.220.184,dg-core-prd,IP Netmask,,
195.123.220.193,dg-core-prd,IP Netmask,,
195.123.221.232,dg-core-prd,IP Netmask,,
195.123.221.7,dg-core-prd,IP Netmask,,
195.123.238.214,dg-core-prd,IP Netmask,,
195.123.238.51,dg-core-prd,IP Netmask,,
195.133.145.141,dg-core-prd,IP Netmask,,
195.135.248.25,dg-core-prd,IP Netmask,,
195.14.0.12,dg-core-prd,IP Netmask,,
195.140.214.99,dg-core-prd,IP Netmask,,
195.154.133.20,dg-core-prd,IP Netmask,,
195.154.136.190,dg-core-prd,IP Netmask,,
195.154.146.35,dg-core-prd,IP Netmask,,
195.158.248.165,dg-core-prd,IP Netmask,,
195.158.248.167,dg-core-prd,IP Netmask,,
195.158.248.20,dg-core-prd,IP Netmask,,
195.158.248.60,dg-core-prd,IP Netmask,,
195.20.45.125,dg-core-prd,IP Netmask,,
195.201.151.129,dg-core-prd,IP Netmask,,
195.201.199.53,dg-core-prd,IP Netmask,,
195.201.56.70,dg-core-prd,IP Netmask,,
195.206.107.75,dg-core-prd,IP Netmask,,
195.206.107.77,dg-core-prd,IP Netmask,,
195.22.127.197,dg-core-prd,IP Netmask,,
195.226.144.249,dg-core-prd,IP Netmask,,
195.244.215.206,dg-core-prd,IP Netmask,,
195.251.41.139,dg-core-prd,IP Netmask,,
195.54.160.149,dg-core-prd,IP Netmask,,
195.77.239.39,dg-core-prd,IP Netmask,,
195.93.223.100,dg-core-prd,IP Netmask,,
196.218.30.83,dg-core-prd,IP Netmask,,
196.44.98.190,dg-core-prd,IP Netmask,,
196.52.84.8,dg-core-prd,IP Netmask,,
197.211.212.59,dg-core-prd,IP Netmask,,
197.242.144.109,dg-core-prd,IP Netmask,,
197.242.150.244,dg-core-prd,IP Netmask,,
197.246.171.83,dg-core-prd,IP Netmask,,
197.254.221.174,dg-core-prd,IP Netmask,,
197.90.159.42,dg-core-prd,IP Netmask,,
198.108.67.83,dg-core-prd,IP Netmask,,
198.12.108.167,dg-core-prd,IP Netmask,,
198.12.71.157,dg-core-prd,IP Netmask,,
198.12.97.212,dg-core-prd,IP Netmask,,
198.13.63.138,dg-core-prd,IP Netmask,,
198.135.188.113,dg-core-prd,IP Netmask,,
198.143.180.146,dg-core-prd,IP Netmask,,
198.144.158.120,dg-core-prd,IP Netmask,,
198.15.119.79,dg-core-prd,IP Netmask,,
198.167.137.181,dg-core-prd,IP Netmask,,
198.187.29.220,dg-core-prd,IP Netmask,,
198.199.114.69,dg-core-prd,IP Netmask,,
198.199.88.162,dg-core-prd,IP Netmask,,
198.199.98.78,dg-core-prd,IP Netmask,,
198.2.141.115,dg-core-prd,IP Netmask,,
198.211.127.204,dg-core-prd,IP Netmask,,
198.38.82.225,dg-core-prd,IP Netmask,,
198.38.82.77,dg-core-prd,IP Netmask,,
198.38.89.108,dg-core-prd,IP Netmask,,
198.46.161.221,dg-core-prd,IP Netmask,,
198.46.163.40,dg-core-prd,IP Netmask,,
198.46.81.9,dg-core-prd,IP Netmask,,
198.54.116.169,dg-core-prd,IP Netmask,,
198.54.117.197,dg-core-prd,IP Netmask,,
198.54.117.199,dg-core-prd,IP Netmask,,
198.57.217.170,dg-core-prd,IP Netmask,,
198.58.109.168,dg-core-prd,IP Netmask,,
198.58.112.202,dg-core-prd,IP Netmask,,
198.58.120.26,dg-core-prd,IP Netmask,,
198.98.51.170,dg-core-prd,IP Netmask,,
198.99.255.23,dg-core-prd,IP Netmask,,
199.116.115.141,dg-core-prd,IP Netmask,,
199.187.208.75,dg-core-prd,IP Netmask,,
199.19.237.192,dg-core-prd,IP Netmask,,
199.193.207.113,dg-core-prd,IP Netmask,,
199.34.228.53,dg-core-prd,IP Netmask,,
199.34.228.67,dg-core-prd,IP Netmask,,
2.38.99.79,dg-core-prd,IP Netmask,,
2.47.112.152,dg-core-prd,IP Netmask,,
2.56.213.31,dg-core-prd,IP Netmask,,
2.56.213.35,dg-core-prd,IP Netmask,,
2.57.184.9,dg-core-prd,IP Netmask,,
20.190.154.16,dg-core-prd,IP Netmask,,
200.116.199.10,dg-core-prd,IP Netmask,,
200.123.101.90,dg-core-prd,IP Netmask,,
200.127.121.99,dg-core-prd,IP Netmask,,
200.21.51.30,dg-core-prd,IP Netmask,,
200.21.51.38,dg-core-prd,IP Netmask,,
200.30.227.135,dg-core-prd,IP Netmask,,
200.41.121.90,dg-core-prd,IP Netmask,,
200.55.168.82,dg-core-prd,IP Netmask,,
200.55.243.138,dg-core-prd,IP Netmask,,
200.60.27.131,dg-core-prd,IP Netmask,,
200.71.193.220,dg-core-prd,IP Netmask,,
200.85.46.122,dg-core-prd,IP Netmask,,
200.86.246.50,dg-core-prd,IP Netmask,,
200.90.86.170,dg-core-prd,IP Netmask,,
201.106.32.171,dg-core-prd,IP Netmask,,
201.131.123.44,dg-core-prd,IP Netmask,,
201.150.39.120,dg-core-prd,IP Netmask,,
201.173.217.124,dg-core-prd,IP Netmask,,
201.183.251.100,dg-core-prd,IP Netmask,,
201.184.105.242,dg-core-prd,IP Netmask,,
201.187.105.123,dg-core-prd,IP Netmask,,
201.190.133.235,dg-core-prd,IP Netmask,,
201.196.15.79,dg-core-prd,IP Netmask,,
201.210.120.239,dg-core-prd,IP Netmask,,
201.210.70.8,dg-core-prd,IP Netmask,,
201.212.57.109,dg-core-prd,IP Netmask,,
201.212.78.182,dg-core-prd,IP Netmask,,
201.213.32.59,dg-core-prd,IP Netmask,,
201.236.223.42,dg-core-prd,IP Netmask,,
201.250.54.115,dg-core-prd,IP Netmask,,
201.38.80.121,dg-core-prd,IP Netmask,,
202.107.226.169,dg-core-prd,IP Netmask,,
202.134.4.210,dg-core-prd,IP Netmask,,
202.138.122.20,dg-core-prd,IP Netmask,,
202.149.221.165,dg-core-prd,IP Netmask,,
202.163.118.197,dg-core-prd,IP Netmask,,
202.172.25.52,dg-core-prd,IP Netmask,,
202.172.28.15,dg-core-prd,IP Netmask,,
202.172.28.34,dg-core-prd,IP Netmask,,
202.182.107.125,dg-core-prd,IP Netmask,,
202.231.207.162,dg-core-prd,IP Netmask,,
202.28.34.99,dg-core-prd,IP Netmask,,
202.29.215.114,dg-core-prd,IP Netmask,,
202.29.239.162,dg-core-prd,IP Netmask,,
202.4.169.178,dg-core-prd,IP Netmask,,
202.47.39.97,dg-core-prd,IP Netmask,,
202.52.54.28,dg-core-prd,IP Netmask,,
202.61.86.178,dg-core-prd,IP Netmask,,
202.61.86.181,dg-core-prd,IP Netmask,,
202.62.39.111,dg-core-prd,IP Netmask,,
202.66.174.22,dg-core-prd,IP Netmask,,
202.78.98.185,dg-core-prd,IP Netmask,,
203.114.109.114,dg-core-prd,IP Netmask,,
203.130.0.69,dg-core-prd,IP Netmask,,
203.153.216.178,dg-core-prd,IP Netmask,,
203.153.216.182,dg-core-prd,IP Netmask,,
203.153.216.46,dg-core-prd,IP Netmask,,
203.25.159.3,dg-core-prd,IP Netmask,,
203.27.106.166,dg-core-prd,IP Netmask,,
203.99.182.135,dg-core-prd,IP Netmask,,
203.99.187.137,dg-core-prd,IP Netmask,,
203.99.188.11,dg-core-prd,IP Netmask,,
203.99.188.203,dg-core-prd,IP Netmask,,
204.18.239.200,dg-core-prd,IP Netmask,,
204.225.249.100,dg-core-prd,IP Netmask,,
204.44.105.184,dg-core-prd,IP Netmask,,
204.79.197.215,dg-core-prd,IP Netmask,,
204.93.156.238,dg-core-prd,IP Netmask,,
204.93.193.108,dg-core-prd,IP Netmask,,
205.185.113.151,dg-core-prd,IP Netmask,,
205.185.118.52,dg-core-prd,IP Netmask,,
206.123.151.52,dg-core-prd,IP Netmask,,
206.123.158.146,dg-core-prd,IP Netmask,,
206.188.212.92,dg-core-prd,IP Netmask,,
206.189.112.148,dg-core-prd,IP Netmask,,
206.189.154.19,dg-core-prd,IP Netmask,,
206.189.88.114,dg-core-prd,IP Netmask,,
206.221.179.21,dg-core-prd,IP Netmask,,
206.81.10.215,dg-core-prd,IP Netmask,,
207.148.98.61,dg-core-prd,IP Netmask,,
207.180.202.75,dg-core-prd,IP Netmask,,
207.180.208.175,dg-core-prd,IP Netmask,,
207.244.154.107,dg-core-prd,IP Netmask,,
207.38.84.195,dg-core-prd,IP Netmask,,
207.7.82.106,dg-core-prd,IP Netmask,,
208.115.238.183,dg-core-prd,IP Netmask,,
208.38.241.74,dg-core-prd,IP Netmask,,
208.70.210.8,dg-core-prd,IP Netmask,,
209.107.210.123,dg-core-prd,IP Netmask,,
209.126.98.206,dg-core-prd,IP Netmask,,
209.141.58.175,dg-core-prd,IP Netmask,,
209.159.155.2,dg-core-prd,IP Netmask,,
209.164.13.154,dg-core-prd,IP Netmask,,
209.182.216.177,dg-core-prd,IP Netmask,,
209.182.232.145,dg-core-prd,IP Netmask,,
209.197.6.137,dg-core-prd,IP Netmask,,
209.250.246.206,dg-core-prd,IP Netmask,,
209.58.146.134,dg-core-prd,IP Netmask,,
209.59.132.241,dg-core-prd,IP Netmask,,
209.85.167.195,dg-core-prd,IP Netmask,,
209.85.208.48,dg-core-prd,IP Netmask,,
209.85.221.65,dg-core-prd,IP Netmask,,
209.95.56.53,dg-core-prd,IP Netmask,,
209.97.168.52,dg-core-prd,IP Netmask,,
209.99.40.222,dg-core-prd,IP Netmask,,
210.136.9.239,dg-core-prd,IP Netmask,,
210.165.156.91,dg-core-prd,IP Netmask,,
210.188.201.40,dg-core-prd,IP Netmask,,
210.52.109.155,dg-core-prd,IP Netmask,,
210.52.109.4,dg-core-prd,IP Netmask,,
210.57.209.142,dg-core-prd,IP Netmask,,
210.65.244.166,dg-core-prd,IP Netmask,,
210.65.244.174,dg-core-prd,IP Netmask,,
211.110.229.161,dg-core-prd,IP Netmask,,
211.154.194.21,dg-core-prd,IP Netmask,,
211.20.154.102,dg-core-prd,IP Netmask,,
211.210.115.64,dg-core-prd,IP Netmask,,
211.218.105.101,dg-core-prd,IP Netmask,,
211.218.126.140,dg-core-prd,IP Netmask,,
211.229.116.130,dg-core-prd,IP Netmask,,
212.100.76.242,dg-core-prd,IP Netmask,,
212.102.47.90,dg-core-prd,IP Netmask,,
212.102.50.213,dg-core-prd,IP Netmask,,
212.109.221.205,dg-core-prd,IP Netmask,,
212.112.113.235,dg-core-prd,IP Netmask,,
212.129.24.79,dg-core-prd,IP Netmask,,
212.154.241.226,dg-core-prd,IP Netmask,,
212.156.133.218,dg-core-prd,IP Netmask,,
212.160.130.70,dg-core-prd,IP Netmask,,
212.171.30.17,dg-core-prd,IP Netmask,,
212.22.75.95,dg-core-prd,IP Netmask,,
212.24.98.99,dg-core-prd,IP Netmask,,
212.47.237.67,dg-core-prd,IP Netmask,,
212.47.240.181,dg-core-prd,IP Netmask,,
212.49.145.70,dg-core-prd,IP Netmask,,
212.51.142.238,dg-core-prd,IP Netmask,,
212.64.90.100,dg-core-prd,IP Netmask,,
212.71.234.16,dg-core-prd,IP Netmask,,
212.71.254.220,dg-core-prd,IP Netmask,,
212.73.150.127,dg-core-prd,IP Netmask,,
212.73.150.233,dg-core-prd,IP Netmask,,
212.73.150.4,dg-core-prd,IP Netmask,,
212.8.250.48,dg-core-prd,IP Netmask,,
212.80.216.52,dg-core-prd,IP Netmask,,
212.81.22.231,dg-core-prd,IP Netmask,,
212.83.146.3,dg-core-prd,IP Netmask,,
213.107.110.253,dg-core-prd,IP Netmask,,
213.108.105.243,dg-core-prd,IP Netmask,,
213.108.110.56,dg-core-prd,IP Netmask,,
213.108.110.81,dg-core-prd,IP Netmask,,
213.108.110.82,dg-core-prd,IP Netmask,,
213.133.102.24,dg-core-prd,IP Netmask,,
213.166.70.45,dg-core-prd,IP Netmask,,
213.189.36.51,dg-core-prd,IP Netmask,,
213.207.241.231,dg-core-prd,IP Netmask,,
213.227.154.145,dg-core-prd,IP Netmask,,
213.252.245.79,dg-core-prd,IP Netmask,,
213.252.247.18,dg-core-prd,IP Netmask,,
213.5.71.137,dg-core-prd,IP Netmask,,
213.5.71.177,dg-core-prd,IP Netmask,,
213.74.101.65,dg-core-prd,IP Netmask,,
216.10.250.102,dg-core-prd,IP Netmask,,
216.10.252.18,dg-core-prd,IP Netmask,,
216.107.152.223,dg-core-prd,IP Netmask,,
216.108.227.89,dg-core-prd,IP Netmask,,
216.117.129.170,dg-core-prd,IP Netmask,,
216.151.180.62,dg-core-prd,IP Netmask,,
216.158.226.206,dg-core-prd,IP Netmask,,
216.189.145.144,dg-core-prd,IP Netmask,,
216.189.149.35,dg-core-prd,IP Netmask,,
216.194.164.137,dg-core-prd,IP Netmask,,
216.250.105.247,dg-core-prd,IP Netmask,,
216.250.106.36,dg-core-prd,IP Netmask,,
216.250.97.170,dg-core-prd,IP Netmask,,
216.40.44.148,dg-core-prd,IP Netmask,,
216.75.37.196,dg-core-prd,IP Netmask,,
216.83.185.44,dg-core-prd,IP Netmask,,
217.112.83.246,dg-core-prd,IP Netmask,,
217.114.85.70,dg-core-prd,IP Netmask,,
217.13.106.14,dg-core-prd,IP Netmask,,
217.146.83.165,dg-core-prd,IP Netmask,,
217.146.83.169,dg-core-prd,IP Netmask,,
217.160.0.0/23,dg-core-prd,IP Netmask,,
217.160.0.186,dg-core-prd,IP Netmask,,
217.160.19.232,dg-core-prd,IP Netmask,,
217.182.143.207,dg-core-prd,IP Netmask,,
217.182.143.248,dg-core-prd,IP Netmask,,
217.182.244.254,dg-core-prd,IP Netmask,,
217.182.25.250,dg-core-prd,IP Netmask,,
